Date,Weekday,Month,Week,Day,Hour,Outside Wet-Bulb Temp (F),Outside Dry-Bulb Temp (F),Total Space Cooling - Kwh,Heating - kWh,Lighting End-Use Energy - Kwh,Task Lighting End-Use Energy - Kwh,Fans End-Use Energy - Kwh,Miscellaneous Equipment End-Use Energy - Kwh,Data Center IT End-Use Energy - Kwh,Data Center HVAC End-Use Energy - Kwh,Pumps End-Use Energy - Kwh,,
1-Jan,Tuesday,1,1,1,1,16,18,0.351,141.15,2.94377,0,4.99,30.2667,86.576,2.59728,9.69,,278.56475
1-Jan,Tuesday,1,1,1,2,14,16,0.349,150.27,0.876609,0,4.99,30.2667,86.576,2.59728,9.7,,285.625589
1-Jan,Tuesday,1,1,1,3,13,15,0.347,157.22,2.94377,0,4.99,30.2667,86.576,2.59728,9.71,,294.65075
1-Jan,Tuesday,1,1,1,4,11,13,0.346,164.18,0.876609,0,4.99,30.2667,86.576,2.59728,9.72,,299.552589
1-Jan,Tuesday,1,1,1,5,12,14,0.345,169.61,2.94377,0,4.99,30.2667,86.576,2.59728,9.72,,307.04875
1-Jan,Tuesday,1,1,1,6,12,14,0.345,173.67,0.876609,0,4.99,30.2667,86.576,2.59728,9.73,,309.051589
1-Jan,Tuesday,1,1,1,7,11,13,0.344,266.19,2.94377,0,4.99,30.2667,86.576,2.59728,9.74,,403.64775
1-Jan,Tuesday,1,1,1,8,12,14,0.343,254.66,0.750426,0,4.99,30.2667,86.576,2.59728,9.73,,389.913406
1-Jan,Tuesday,1,1,1,9,16,20,0.343,243.97,0.688853,0,4.99,30.2667,86.576,2.59728,9.7,,379.131833
1-Jan,Tuesday,1,1,1,10,20,25,0.776,195.99,0.688853,0,4.99,30.6318,86.576,2.59728,12.46,,334.709933
1-Jan,Tuesday,1,1,1,11,22,28,0.52,164.5,0.688853,0,4.99,30.6318,86.576,2.59728,10.78,,301.283933
1-Jan,Tuesday,1,1,1,12,25,33,0.552,149.81,0.688853,0,4.99,30.6318,86.576,2.59728,10.35,,286.195933
1-Jan,Tuesday,1,1,1,13,27,36,1.048,119.91,0.688853,0,5,30.6318,86.576,2.59728,11.64,,258.091933
1-Jan,Tuesday,1,1,1,14,27,37,0.67,142.35,0.688853,0,5,30.6318,86.576,2.59728,10.72,,279.233933
1-Jan,Tuesday,1,1,1,15,27,37,0.506,149.38,0.688853,0,5,30.6318,86.576,2.59728,10.21,,285.589933
1-Jan,Tuesday,1,1,1,16,26,35,0.493,158.53,0.688853,0,5,30.6318,86.576,2.59728,10.35,,294.866933
1-Jan,Tuesday,1,1,1,17,25,32,0.476,195.6,0.761534,0,5,30.6318,86.576,2.59728,10.37,,332.012614
1-Jan,Tuesday,1,1,1,18,22,27,0.46,187.32,0.792762,0,4.99,30.6318,86.576,2.59728,10.38,,323.747842
1-Jan,Tuesday,1,1,1,19,22,26,0.375,112.52,2.94377,0,4.99,30.2667,86.576,2.59728,9.66,,249.92875
1-Jan,Tuesday,1,1,1,20,20,24,0.365,119.63,0.876609,0,4.99,30.2667,86.576,2.59728,9.67,,254.971589
1-Jan,Tuesday,1,1,1,21,21,25,0.358,119.57,2.94377,0,4.99,30.2667,86.576,2.59728,9.67,,256.97175
1-Jan,Tuesday,1,1,1,22,22,25,0.355,123.96,0.876609,0,4.99,30.2667,86.576,2.59728,9.67,,259.291589
1-Jan,Tuesday,1,1,1,23,23,26,0.353,125.05,2.94377,0,4.99,30.2667,86.576,2.59728,9.67,,262.44675
1-Jan,Tuesday,1,1,1,24,23,26,0.351,128.13,0.876609,0,4.99,30.2667,86.576,2.59728,9.68,,263.467589
2-Jan,Wednesday,1,1,2,1,22,25,0.349,131.86,3.27259,0,4.99,27.61,86.576,2.59728,9.68,,266.93487
2-Jan,Wednesday,1,1,2,2,22,26,0.348,134.01,0.876609,0,4.99,27.61,86.576,2.59728,9.69,,266.697889
2-Jan,Wednesday,1,1,2,3,22,25,0.347,137.18,3.27259,0,4.99,27.61,86.576,2.59728,9.69,,272.26287
2-Jan,Wednesday,1,1,2,4,23,27,0.347,139.58,0.876609,0,4.99,27.61,86.576,2.59728,9.69,,272.266889
2-Jan,Wednesday,1,1,2,5,23,27,0.346,141.22,3.27259,0,4.99,27.61,86.576,2.59728,9.69,,276.30187
2-Jan,Wednesday,1,1,2,6,22,25,0.346,144.38,5.75695,0,4.99,30.2667,86.576,2.59728,9.7,,284.61293
2-Jan,Wednesday,1,1,2,7,23,27,0.349,137.53,46.8928,0.21161,4.99,34.6507,86.576,2.59728,9.69,,323.48739
2-Jan,Wednesday,1,1,2,8,22,24,0.337,729.46,68.2205,0.42851,34.21,58.3824,86.576,2.59728,11.24,,991.45169
2-Jan,Wednesday,1,1,2,9,24,28,1.357,465.69,65.9292,3.95182,28.36,122.54,86.576,2.59728,12.81,,789.8113
2-Jan,Wednesday,1,1,2,10,27,34,1.07,452.66,60.3922,2.66629,29.07,116.05,86.576,2.59728,14.18,,765.26177
2-Jan,Wednesday,1,1,2,11,31,38,0.99,410.32,54.7558,2.66629,28.6,115.928,86.576,2.59728,14.12,,716.55337
2-Jan,Wednesday,1,1,2,12,31,38,0.944,321.43,39.3356,3.80898,27.83,116.82,86.576,2.59728,13.07,,612.41186
2-Jan,Wednesday,1,1,2,13,32,39,0.746,361.48,30.7458,1.42837,28.59,122.54,86.576,2.59728,11.43,,646.13345
2-Jan,Wednesday,1,1,2,14,32,39,0.754,301.46,39.7407,3.80898,27.55,116.658,86.576,2.59728,11.38,,590.52496
2-Jan,Wednesday,1,1,2,15,33,40,0.769,308.88,44.1163,2.66629,27.45,115.928,86.576,2.59728,11.35,,600.33287
2-Jan,Wednesday,1,1,2,16,33,40,0.812,298.73,64.0835,2.66629,27.33,115.928,86.576,2.59728,11.34,,610.06307
2-Jan,Wednesday,1,1,2,17,33,39,0.862,258.79,62.5248,4.04704,27.33,120.714,86.576,2.59728,11.3,,574.74112
2-Jan,Wednesday,1,1,2,18,32,36,0.635,291.51,30.035,1.19031,27.31,51.8021,86.576,2.59728,11.37,,503.02569
2-Jan,Wednesday,1,1,2,19,30,33,0.425,117.61,7.34416,0.476123,5.02,40.7014,86.576,2.59728,9.62,,270.369963
2-Jan,Wednesday,1,1,2,20,30,34,0.388,126.34,0.876609,0,5,30.9969,86.576,2.59728,9.63,,262.404789
2-Jan,Wednesday,1,1,2,21,28,32,0.368,133.96,3.27259,0,5,30.6318,86.576,2.59728,9.63,,272.03567
2-Jan,Wednesday,1,1,2,22,28,32,0.352,143.75,0.876609,0,5,27.9752,86.576,2.59728,9.64,,276.767089
2-Jan,Wednesday,1,1,2,23,26,29,0.343,146.39,3.27259,0,5,27.61,86.576,2.59728,9.65,,281.43887
2-Jan,Wednesday,1,1,2,24,25,27,0.334,158.03,0.876609,0,5,27.61,86.576,2.59728,9.66,,290.683889
3-Jan,Thursday,1,1,3,1,24,26,0.001,165.36,3.27259,0,5,27.61,86.576,2.59728,6.23,,296.64687
3-Jan,Thursday,1,1,3,2,22,23,0.001,174.56,0.876609,0,5,27.61,86.576,2.59728,6.24,,303.460889
3-Jan,Thursday,1,1,3,3,22,23,0,178.66,3.27259,0,5,27.61,86.576,2.59728,6.25,,309.96587
3-Jan,Thursday,1,1,3,4,21,22,0,185.08,0.876609,0,5,27.61,86.576,2.59728,6.25,,313.989889
3-Jan,Thursday,1,1,3,5,18,20,0,192.13,3.27259,0,5,27.61,86.576,2.59728,6.27,,323.45587
3-Jan,Thursday,1,1,3,6,17,19,0,198.65,5.75695,0,5,30.2667,86.576,2.59728,6.28,,335.12693
3-Jan,Thursday,1,1,3,7,18,21,0,187.39,46.8928,0.21161,5,34.6507,86.576,2.59728,6.26,,369.57839
3-Jan,Thursday,1,1,3,8,19,23,0,504.77,67.2526,0.42851,28.09,58.3824,86.576,2.59728,7.58,,755.67679
3-Jan,Thursday,1,1,3,9,23,28,0.588,374.51,51.9387,3.95182,27.44,122.54,86.576,2.59728,11.94,,682.0818
3-Jan,Thursday,1,1,3,10,26,34,1.027,335.43,56.0704,2.66629,27.39,116.05,86.576,2.59728,14.3,,642.10697
3-Jan,Thursday,1,1,3,11,29,39,0.883,280.11,38.1913,2.66629,27.14,115.928,86.576,2.59728,12.95,,567.04187
3-Jan,Thursday,1,1,3,12,31,44,0.762,220.34,35.0363,3.80898,27.2,116.82,86.576,2.59728,11.25,,504.39056
3-Jan,Thursday,1,1,3,13,33,48,0.903,205.7,31.3779,1.42837,27.25,122.54,86.576,2.59728,11.89,,490.26255
3-Jan,Thursday,1,1,3,14,34,50,0.829,171.61,37.2843,3.80898,27.21,116.658,86.576,2.59728,11.13,,457.70356
3-Jan,Thursday,1,1,3,15,34,51,0.946,164.08,44.3746,2.66629,26.94,115.928,86.576,2.59728,11.46,,455.56817
3-Jan,Thursday,1,1,3,16,34,48,0.922,159.51,69.6452,2.66629,26.91,115.928,86.576,2.59728,10.94,,475.69477
3-Jan,Thursday,1,1,3,17,32,44,1.089,157.39,62.4837,4.04704,27.17,120.714,86.576,2.59728,11.09,,473.15702
3-Jan,Thursday,1,1,3,18,31,41,0.752,187.91,30.035,1.19031,27.16,51.8021,86.576,2.59728,11.14,,399.16269
3-Jan,Thursday,1,1,3,19,29,38,0.554,79.59,7.34416,0.476123,5.05,40.7014,86.576,2.59728,9.56,,232.448963
3-Jan,Thursday,1,1,3,20,30,39,0.422,88.1,0.876609,0,5.03,30.9969,86.576,2.59728,8.85,,223.448789
3-Jan,Thursday,1,1,3,21,29,37,0.399,96.63,3.27259,0,5.03,30.6318,86.576,2.59728,8.85,,233.98667
3-Jan,Thursday,1,1,3,22,28,36,0.379,102.44,0.876609,0,5.02,27.9752,86.576,2.59728,8.86,,234.724089
3-Jan,Thursday,1,1,3,23,28,35,0.364,108.95,3.27259,0,5.01,27.61,86.576,2.59728,9.6,,243.97987
3-Jan,Thursday,1,1,3,24,26,31,0.351,119.99,0.876609,0,5.01,27.61,86.576,2.59728,9.62,,252.630889
4-Jan,Friday,1,1,4,1,25,30,0.344,128.15,3.27259,0,5.01,27.61,86.576,2.59728,9.63,,263.18987
4-Jan,Friday,1,1,4,2,26,30,0.334,134.74,0.876609,0,5.01,27.61,86.576,2.59728,9.63,,267.373889
4-Jan,Friday,1,1,4,3,27,34,0.001,133.35,3.27259,0,5.01,27.61,86.576,2.59728,6.19,,264.60687
4-Jan,Friday,1,1,4,4,27,33,0.001,137.89,0.876609,0,5.01,27.61,86.576,2.59728,6.2,,266.760889
4-Jan,Friday,1,1,4,5,25,31,0.001,148.97,3.27259,0,5.01,27.61,86.576,2.59728,6.2,,280.23687
4-Jan,Friday,1,1,4,6,24,28,0.001,152.85,0.876609,0,5.01,30.2667,86.576,2.59728,6.21,,284.387589
4-Jan,Friday,1,1,4,7,27,33,0.001,199.64,7.07058,0.21161,5.01,34.6507,86.576,2.59728,6.21,,341.96717
4-Jan,Friday,1,1,4,8,31,43,0.332,380.81,24.9029,0.42851,27.24,58.3824,86.576,2.59728,10.59,,591.85909
4-Jan,Friday,1,1,4,9,33,46,0.58,249.57,27.9034,3.95182,27.13,122.54,86.576,2.59728,11.34,,532.1885
4-Jan,Friday,1,1,4,10,37,53,0.905,190,33.9843,2.66629,26.9,116.05,86.576,2.59728,12.5,,472.17887
4-Jan,Friday,1,1,4,11,41,59,0.836,142.47,25.1464,2.66629,26.93,115.928,86.576,2.59728,11.52,,414.66997
4-Jan,Friday,1,1,4,12,42,63,0.824,110.54,27.133,3.80898,27.27,116.82,86.576,2.59728,10.56,,386.12926
4-Jan,Friday,1,1,4,13,43,65,1.334,90.65,20.0757,1.42837,27.38,122.54,86.576,2.59728,11.57,,364.15135
4-Jan,Friday,1,1,4,14,42,65,1.644,82.28,28.2691,3.80898,27.43,116.658,86.576,2.59728,11.51,,360.77336
4-Jan,Friday,1,1,4,15,42,64,1.789,73.77,32.7366,2.66629,27.13,115.928,86.576,2.59728,11.26,,354.45317
4-Jan,Friday,1,1,4,16,41,62,1.407,70.27,33.1654,2.66629,27.08,115.928,86.576,2.59728,11.27,,350.95997
4-Jan,Friday,1,1,4,17,38,55,1.151,76.72,37.0206,4.04704,27.26,120.714,86.576,2.59728,10.12,,366.20592
4-Jan,Friday,1,1,4,18,36,51,0.79,99.75,19.9715,1.19031,27.21,51.8021,86.576,2.59728,10.25,,300.13719
4-Jan,Friday,1,1,4,19,35,49,0.604,33.06,7.34416,0.476123,5.1,40.7014,86.576,2.59728,9.54,,185.998963
4-Jan,Friday,1,1,4,20,34,47,0.546,41.6,0.876609,0,5.09,30.9969,86.576,2.59728,9.54,,177.822789
4-Jan,Friday,1,1,4,21,33,46,0.515,47.35,3.27259,0,5.08,30.6318,86.576,2.59728,9.54,,185.56267
4-Jan,Friday,1,1,4,22,31,41,0.417,56.31,0.876609,0,5.08,27.9752,86.576,2.59728,8.82,,188.652089
4-Jan,Friday,1,1,4,23,31,42,0.405,60.24,3.27259,0,5.06,27.61,86.576,2.59728,8.82,,194.58087
4-Jan,Friday,1,1,4,24,27,33,0.388,72.38,0.876609,0,5.05,27.61,86.576,2.59728,8.83,,204.307889
5-Jan,Saturday,1,1,5,1,26,31,0.374,81.08,2.94377,0,5.04,30.2667,86.576,2.59728,8.84,,217.71775
5-Jan,Saturday,1,1,5,2,26,32,0.361,83.83,0.876609,0,5.05,30.2667,86.576,2.59728,8.84,,218.397589
5-Jan,Saturday,1,1,5,3,24,27,0.35,97.77,2.94377,0,5.06,30.2667,86.576,2.59728,9.6,,235.16375
5-Jan,Saturday,1,1,5,4,30,39,0.343,90.55,0.876609,0,5.05,30.2667,86.576,2.59728,8.85,,225.109589
5-Jan,Saturday,1,1,5,5,31,41,0.338,91.5,2.94377,0,5.06,30.2667,86.576,2.59728,8.85,,228.13175
5-Jan,Saturday,1,1,5,6,33,46,0.001,88.68,0.876609,0,5.06,30.2667,86.576,2.59728,5.4,,219.457589
5-Jan,Saturday,1,1,5,7,34,47,0.335,99.41,2.94377,0,5.06,30.6318,86.576,2.59728,8.84,,236.39385
5-Jan,Saturday,1,1,5,8,34,48,0.001,97.25,0.771617,0,5.06,30.6318,86.576,2.59728,5.4,,228.287697
5-Jan,Saturday,1,1,5,9,36,50,0.001,82.66,0.688853,0,5.06,31.362,86.576,2.59728,5.39,,214.335133
5-Jan,Saturday,1,1,5,10,37,53,0.359,69.98,0.688853,0,5.06,31.362,86.576,2.59728,8.69,,205.313133
5-Jan,Saturday,1,1,5,11,39,56,0.355,57.29,0.688853,0,5.06,31.7272,86.576,2.59728,8.39,,192.684333
5-Jan,Saturday,1,1,5,12,38,52,0.38,56.71,0.688853,0,5.08,31.7272,86.576,2.59728,8.17,,191.929333
5-Jan,Saturday,1,1,5,13,37,49,0.39,55.61,0.688853,0,5.12,32.0923,86.576,2.59728,8.46,,191.534433
5-Jan,Saturday,1,1,5,14,37,50,0.857,53.55,0.688853,0,5.14,31.7272,86.576,2.59728,9.8,,190.936333
5-Jan,Saturday,1,1,5,15,38,51,0.568,49.31,0.688853,0,5.14,31.362,86.576,2.59728,8.87,,185.112133
5-Jan,Saturday,1,1,5,16,36,48,0.394,54.26,0.688853,0,5.11,30.9969,86.576,2.59728,8.69,,189.313033
5-Jan,Saturday,1,1,5,17,33,42,0.376,69.26,0.759328,0,5.07,30.6318,86.576,2.59728,8.83,,204.100408
5-Jan,Saturday,1,1,5,18,31,37,0.357,100.6,0.792762,0,5.07,30.6318,86.576,2.59728,8.83,,235.454842
5-Jan,Saturday,1,1,5,19,31,37,0.346,74.25,2.94377,0,5.06,30.6318,86.576,2.59728,8.84,,211.24485
5-Jan,Saturday,1,1,5,20,32,39,0.339,78.74,0.876609,0,5.06,30.2667,86.576,2.59728,8.84,,213.295589
5-Jan,Saturday,1,1,5,21,32,40,0.334,79.73,2.94377,0,5.06,30.2667,86.576,2.59728,8.84,,216.34775
5-Jan,Saturday,1,1,5,22,32,36,0.001,86.22,0.876609,0,5.06,30.2667,86.576,2.59728,5.4,,216.997589
5-Jan,Saturday,1,1,5,23,31,33,0.001,92.47,2.94377,0,5.05,30.2667,86.576,2.59728,5.4,,225.30475
5-Jan,Saturday,1,1,5,24,32,34,0.001,97.23,0.876609,0,5.05,30.2667,86.576,2.59728,5.41,,228.007589
6-Jan,Sunday,1,1,6,1,32,33,0.001,102.64,2.94377,0,5.05,30.2667,86.576,2.59728,6.15,,236.22475
6-Jan,Sunday,1,1,6,2,31,33,0.001,107.1,0.876609,0,5.05,30.2667,86.576,2.59728,6.16,,238.627589
6-Jan,Sunday,1,1,6,3,29,31,0.001,113.35,2.94377,0,5.05,30.2667,86.576,2.59728,6.17,,246.95475
6-Jan,Sunday,1,1,6,4,27,28,0.001,124.5,0.876609,0,5.05,30.2667,86.576,2.59728,6.18,,256.047589
6-Jan,Sunday,1,1,6,5,27,28,0.001,125.21,2.94377,0,5.04,30.2667,86.576,2.59728,6.18,,258.81475
6-Jan,Sunday,1,1,6,6,26,27,0.001,131.58,5.75695,0,5.04,30.2667,86.576,2.59728,6.19,,268.00793
6-Jan,Sunday,1,1,6,7,27,29,0.001,143.65,42.766,0,5.04,30.2667,86.576,2.59728,6.18,,317.07698
6-Jan,Sunday,1,1,6,8,27,29,0.001,143.47,43.3148,0,5.04,30.2667,86.576,2.59728,6.18,,317.44578
6-Jan,Sunday,1,1,6,9,26,29,0.001,180.43,24.6105,0,5.03,30.2667,86.576,2.59728,6.18,,335.69148
6-Jan,Sunday,1,1,6,10,27,31,0.001,136.99,19.4117,0,5.03,30.6318,86.576,2.59728,6.17,,287.40778
6-Jan,Sunday,1,1,6,11,27,31,0.001,140,12.2185,0,5.03,30.6318,86.576,2.59728,6.18,,283.23458
6-Jan,Sunday,1,1,6,12,28,32,0.001,141.88,13.9982,0,5.04,30.6318,86.576,2.59728,6.18,,286.90428
6-Jan,Sunday,1,1,6,13,29,33,0.001,139.11,11.8938,0,5.07,30.6318,86.576,2.59728,6.18,,282.05988
6-Jan,Sunday,1,1,6,14,29,33,0.001,138.29,13.5025,0,5.09,30.6318,86.576,2.59728,6.18,,282.86858
6-Jan,Sunday,1,1,6,15,29,33,0.001,140.5,17.1719,0,5.08,30.6318,86.576,2.59728,6.18,,288.73798
6-Jan,Sunday,1,1,6,16,29,33,0.001,139.58,29.4238,0,5.05,30.6318,86.576,2.59728,6.18,,300.03988
6-Jan,Sunday,1,1,6,17,29,33,0.001,194.04,25.6528,0,5.03,30.6318,86.576,2.59728,6.19,,350.71888
6-Jan,Sunday,1,1,6,18,28,32,0.001,190.94,10.8562,0,5.03,30.6318,86.576,2.59728,6.2,,332.83228
6-Jan,Sunday,1,1,6,19,28,31,0.001,143.62,2.94377,0,5.03,30.2667,86.576,2.59728,6.2,,277.23475
6-Jan,Sunday,1,1,6,20,29,32,0.001,149.87,0.876609,0,5.03,30.2667,86.576,2.59728,6.21,,281.427589
6-Jan,Sunday,1,1,6,21,28,30,0.001,154.6,2.94377,0,5.03,30.2667,86.576,2.59728,6.22,,288.23475
6-Jan,Sunday,1,1,6,22,28,30,0.001,158.61,0.876609,0,5.03,30.2667,86.576,2.59728,6.23,,290.187589
6-Jan,Sunday,1,1,6,23,29,30,0.001,161.45,2.94377,0,5.03,30.2667,86.576,2.59728,6.23,,295.09475
6-Jan,Sunday,1,1,6,24,28,29,0.001,167.2,0.876609,0,5.03,30.2667,86.576,2.59728,6.24,,298.787589
7-Jan,Monday,1,1,7,1,28,29,0.001,168.77,3.27259,0,5.03,27.61,86.576,2.59728,6.24,,300.09687
7-Jan,Monday,1,1,7,2,28,29,0.001,173.07,0.876609,0,5.03,27.61,86.576,2.59728,6.24,,302.000889
7-Jan,Monday,1,1,7,3,27,28,0.001,175.82,3.27259,0,5.03,27.61,86.576,2.59728,6.25,,307.15687
7-Jan,Monday,1,1,7,4,27,28,0.001,178.94,0.876609,0,5.03,27.61,86.576,2.59728,6.25,,307.880889
7-Jan,Monday,1,1,7,5,26,27,0.001,185,3.27259,0,5.03,27.61,86.576,2.59728,6.26,,316.34687
7-Jan,Monday,1,1,7,6,26,28,0.001,181.6,0.876609,0,5.03,30.2667,86.576,2.59728,6.25,,313.197589
7-Jan,Monday,1,1,7,7,27,29,0.001,200.12,7.07058,0.21161,5.03,34.6507,86.576,2.59728,6.25,,342.50717
7-Jan,Monday,1,1,7,8,27,29,0,491.92,25.18,0.42851,28.1,58.3824,86.576,2.59728,7.48,,700.66419
7-Jan,Monday,1,1,7,9,27,29,0.543,400.74,33.7558,3.95182,27.4,122.54,86.576,2.59728,11.76,,689.8639
7-Jan,Monday,1,1,7,10,28,30,0.95,407.48,33.7528,2.66629,27.6,116.05,86.576,2.59728,13.94,,691.61237
7-Jan,Monday,1,1,7,11,28,30,0.89,384.64,24.7904,2.66629,27.5,115.928,86.576,2.59728,13.88,,659.46797
7-Jan,Monday,1,1,7,12,28,31,0.813,301.66,24.3757,3.80898,27.23,116.82,86.576,2.59728,13.15,,577.03096
7-Jan,Monday,1,1,7,13,29,32,0.601,333.55,19.5299,1.42837,27.76,122.54,86.576,2.59728,11.36,,605.94255
7-Jan,Monday,1,1,7,14,29,32,0.706,270.7,24.0465,3.80898,27.21,116.658,86.576,2.59728,11.98,,544.28276
7-Jan,Monday,1,1,7,15,29,32,0.722,298.59,26.2469,2.66629,27.11,115.928,86.576,2.59728,11.99,,572.42647
7-Jan,Monday,1,1,7,16,28,31,0.667,297.59,34.0339,2.66629,27.03,115.928,86.576,2.59728,11.33,,578.41847
7-Jan,Monday,1,1,7,17,28,30,0.682,272.95,37.3316,4.04704,27.16,120.714,86.576,2.59728,11.32,,563.37792
7-Jan,Monday,1,1,7,18,27,29,0.442,332.99,19.9715,1.19031,27.13,51.8021,86.576,2.59728,10.66,,533.35919
7-Jan,Monday,1,1,7,19,26,28,0.362,143.67,7.34416,0.476123,5.01,40.7014,86.576,2.59728,9.65,,296.386963
7-Jan,Monday,1,1,7,20,26,27,0.338,150.2,0.876609,0,5.01,30.9969,86.576,2.59728,9.66,,286.254789
7-Jan,Monday,1,1,7,21,26,28,0.332,153.95,3.27259,0,5,30.6318,86.576,2.59728,9.66,,292.01967
7-Jan,Monday,1,1,7,22,26,28,0,168.37,0.876609,0,5,27.9752,86.576,2.59728,6.23,,297.625089
7-Jan,Monday,1,1,7,23,26,27,0,163.81,3.27259,0,4.99,27.61,86.576,2.59728,6.23,,295.08587
7-Jan,Monday,1,1,7,24,26,28,0,165.74,0.876609,0,4.99,27.61,86.576,2.59728,6.23,,294.619889
8-Jan,Tuesday,1,2,8,1,26,27,0,175.95,3.27259,0,4.99,27.61,86.576,2.59728,6.24,,307.23587
8-Jan,Tuesday,1,2,8,2,26,27,0,176.46,0.876609,0,4.99,27.61,86.576,2.59728,6.24,,305.349889
8-Jan,Tuesday,1,2,8,3,27,28,0,177.44,3.27259,0,4.99,27.61,86.576,2.59728,6.24,,308.72587
8-Jan,Tuesday,1,2,8,4,27,28,0,180.23,0.876609,0,4.99,27.61,86.576,2.59728,6.25,,309.129889
8-Jan,Tuesday,1,2,8,5,27,28,0,182.11,3.27259,0,4.99,27.61,86.576,2.59728,6.25,,313.40587
8-Jan,Tuesday,1,2,8,6,26,27,0,184.91,5.75695,0,4.99,30.2667,86.576,2.59728,6.25,,321.34693
8-Jan,Tuesday,1,2,8,7,26,27,0,193.13,46.8928,0.21161,4.99,34.6507,86.576,2.59728,6.24,,375.28839
8-Jan,Tuesday,1,2,8,8,26,27,0,426.91,67.8918,0.42851,27.37,58.3824,86.576,2.59728,7.4,,677.55599
8-Jan,Tuesday,1,2,8,9,27,28,0.507,342.18,64.7325,3.95182,27.15,122.54,86.576,2.59728,11.47,,661.7046
8-Jan,Tuesday,1,2,8,10,27,29,0.929,355.51,66.6883,2.66629,27.3,116.05,86.576,2.59728,13.68,,671.99687
8-Jan,Tuesday,1,2,8,11,28,30,0.887,329.32,58.5368,2.66629,27.14,115.928,86.576,2.59728,13.38,,637.03137
8-Jan,Tuesday,1,2,8,12,29,31,0.921,269.79,42.2644,3.80898,27.16,116.82,86.576,2.59728,13.46,,563.39766
8-Jan,Tuesday,1,2,8,13,28,30,0.742,308.45,46.0004,1.42837,27.51,122.54,86.576,2.59728,12,,607.84405
8-Jan,Tuesday,1,2,8,14,28,30,0.684,257.46,42.8824,3.80898,27.18,116.658,86.576,2.59728,11.31,,549.15666
8-Jan,Tuesday,1,2,8,15,27,29,0.775,280.35,51.3009,2.66629,27.01,115.928,86.576,2.59728,11.99,,579.19347
8-Jan,Tuesday,1,2,8,16,27,29,0.719,270.14,70.6282,2.66629,26.94,115.928,86.576,2.59728,11.32,,587.51477
8-Jan,Tuesday,1,2,8,17,26,27,0.733,262.2,61.7979,4.04704,27.14,120.714,86.576,2.59728,11.33,,577.13522
8-Jan,Tuesday,1,2,8,18,27,28,0.479,278.54,30.035,1.19031,27.12,51.8021,86.576,2.59728,10.63,,488.96969
8-Jan,Tuesday,1,2,8,19,26,27,0.395,140.8,7.34416,0.476123,5.02,40.7014,86.576,2.59728,9.65,,293.559963
8-Jan,Tuesday,1,2,8,20,26,27,0.36,156.99,0.876609,0,5.01,30.9969,86.576,2.59728,9.66,,293.066789
8-Jan,Tuesday,1,2,8,21,19,20,0.339,167.76,3.27259,0,5.01,30.6318,86.576,2.59728,9.68,,305.86667
8-Jan,Tuesday,1,2,8,22,19,21,0.332,170.03,0.876609,0,5,27.9752,86.576,2.59728,9.68,,303.067089
8-Jan,Tuesday,1,2,8,23,14,15,0,186.2,3.27259,0,4.99,27.61,86.576,2.59728,6.26,,317.50587
8-Jan,Tuesday,1,2,8,24,19,20,0,189.25,0.876609,0,4.99,27.61,86.576,2.59728,6.26,,318.159889
9-Jan,Wednesday,1,2,9,1,18,19,0,196.61,3.27259,0,4.99,27.61,86.576,2.59728,6.27,,327.92587
9-Jan,Wednesday,1,2,9,2,14,15,0,205.81,0.876609,0,5,27.61,86.576,2.59728,6.28,,334.749889
9-Jan,Wednesday,1,2,9,3,15,16,0,210.72,3.27259,0,5,27.61,86.576,2.59728,6.29,,342.06587
9-Jan,Wednesday,1,2,9,4,14,16,0,216.97,0.876609,0,5,27.61,86.576,2.59728,6.29,,345.919889
9-Jan,Wednesday,1,2,9,5,16,19,0,218.77,3.27259,0,5,27.61,86.576,2.59728,6.29,,350.11587
9-Jan,Wednesday,1,2,9,6,14,17,0,223.24,5.75695,0,5,30.2667,86.576,2.59728,6.3,,359.73693
9-Jan,Wednesday,1,2,9,7,13,16,0,215.74,46.8928,0.21161,5,34.6507,86.576,2.59728,6.29,,397.95839
9-Jan,Wednesday,1,2,9,8,13,16,0,465.69,68.1896,0.42851,27.5,58.3824,86.576,2.59728,7.68,,717.04379
9-Jan,Wednesday,1,2,9,9,20,24,0.947,314.22,71.1,3.95182,27.14,122.54,86.576,2.59728,13.55,,642.6221
9-Jan,Wednesday,1,2,9,10,23,29,0.851,309.62,72.1131,2.66629,27.27,116.05,86.576,2.59728,13.21,,630.95367
9-Jan,Wednesday,1,2,9,11,27,34,0.763,258.99,49.8185,2.66629,26.99,115.928,86.576,2.59728,12.16,,556.48907
9-Jan,Wednesday,1,2,9,12,29,39,0.838,193.62,42.6715,3.80898,27.16,116.82,86.576,2.59728,12.17,,486.26176
9-Jan,Wednesday,1,2,9,13,31,42,0.921,183.31,52.6352,1.42837,27.22,122.54,86.576,2.59728,12.22,,489.44785
9-Jan,Wednesday,1,2,9,14,31,43,0.804,156.03,57.331,3.80898,27.23,116.658,86.576,2.59728,11.1,,462.13526
9-Jan,Wednesday,1,2,9,15,31,42,0.844,155.33,62.0292,2.66629,26.94,115.928,86.576,2.59728,11.1,,464.01077
9-Jan,Wednesday,1,2,9,16,29,39,0.945,156.87,73.9778,2.66629,26.91,115.928,86.576,2.59728,10.99,,477.46037
