Date,Weekday,Month,Week,Day,Hour,Outside Wet-Bulb Temp (F),Outside Dry-Bulb Temp (F),Total Space Cooling - Kwh,Heating - kWh,Lighting End-Use Energy - Kwh,Task Lighting End-Use Energy - Kwh,Fans End-Use Energy - Kwh,Miscellaneous Equipment End-Use Energy - Kwh,Data Center IT End-Use Energy - Kwh,Data Center HVAC End-Use Energy - Kwh,Pumps End-Use Energy - Kwh,,
5-Feb,Tuesday,2,6,5,12,29,36,0.767,198.63,38.338,3.80898,27.18,116.82,86.576,2.59728,10.84,,485.55726
5-Feb,Tuesday,2,6,5,13,28,35,1.266,218.08,32.9912,1.42837,27.31,122.54,86.576,2.59728,12.25,,505.03885
5-Feb,Tuesday,2,6,5,14,29,35,0.852,184.98,34.3172,3.80898,27.22,116.658,86.576,2.59728,11.05,,468.05946
5-Feb,Tuesday,2,6,5,15,28,35,0.943,196.45,35.7228,2.66629,26.95,115.928,86.576,2.59728,11.71,,479.54337
5-Feb,Tuesday,2,6,5,16,29,35,0.894,193,49.9679,2.66629,26.93,115.928,86.576,2.59728,11.05,,489.60947
5-Feb,Tuesday,2,6,5,17,28,33,1.019,192.81,53.1272,4.04704,27.17,120.714,86.576,2.59728,11.04,,499.10052
5-Feb,Tuesday,2,6,5,18,27,32,0.725,204.93,29.7158,1.19031,27.14,51.8021,86.576,2.59728,11.21,,415.88649
5-Feb,Tuesday,2,6,5,19,26,31,0.549,76.04,7.34416,0.476123,5.03,40.7014,86.576,2.59728,10.3,,229.613963
5-Feb,Tuesday,2,6,5,20,25,28,0.416,92.04,0.876609,0,5.02,30.9969,86.576,2.59728,9.59,,228.112789
5-Feb,Tuesday,2,6,5,21,25,27,0.392,99,3.27259,0,5.02,30.6318,86.576,2.59728,9.6,,237.08967
5-Feb,Tuesday,2,6,5,22,24,27,0.37,113.67,0.876609,0,5.01,27.9752,86.576,2.59728,9.61,,246.685089
5-Feb,Tuesday,2,6,5,23,23,25,0.356,117.08,3.27259,0,5,27.61,86.576,2.59728,9.62,,252.11187
5-Feb,Tuesday,2,6,5,24,22,25,0.339,126.42,0.876609,0,5,27.61,86.576,2.59728,9.63,,259.048889
6-Feb,Wednesday,2,6,6,1,21,23,0.332,135.01,3.27259,0,5,27.61,86.576,2.59728,9.64,,270.03787
6-Feb,Wednesday,2,6,6,2,20,22,0.331,142.47,0.876609,0,5,27.61,86.576,2.59728,9.65,,275.110889
6-Feb,Wednesday,2,6,6,3,19,21,0.001,149.91,3.27259,0,5,27.61,86.576,2.59728,6.22,,281.18687
6-Feb,Wednesday,2,6,6,4,18,19,0.001,161.39,0.876609,0,5,27.61,86.576,2.59728,6.23,,290.280889
6-Feb,Wednesday,2,6,6,5,18,20,0,165.48,3.27259,0,5,27.61,86.576,2.59728,6.23,,296.76587
6-Feb,Wednesday,2,6,6,6,19,22,0,167.51,5.75695,0,5,30.2667,86.576,2.59728,6.23,,303.93693
6-Feb,Wednesday,2,6,6,7,19,22,0,160.63,46.8928,0.21161,5,34.6507,86.576,2.59728,6.23,,342.78839
6-Feb,Wednesday,2,6,6,8,22,27,0.334,348.45,61.4562,0.42851,27.28,58.3824,86.576,2.59728,10.76,,596.26439
6-Feb,Wednesday,2,6,6,9,28,36,0.708,238.44,46.3676,3.95182,27.11,122.54,86.576,2.59728,12.16,,540.4507
6-Feb,Wednesday,2,6,6,10,33,44,0.857,194.42,52.951,2.66629,26.88,116.05,86.576,2.59728,12.79,,495.78757
6-Feb,Wednesday,2,6,6,11,35,49,1.042,158.47,39.775,2.66629,26.89,115.928,86.576,2.59728,12.64,,446.58457
6-Feb,Wednesday,2,6,6,12,37,52,1.787,126.92,39.8137,3.80898,27.26,116.82,86.576,2.59728,11.88,,417.46296
6-Feb,Wednesday,2,6,6,13,38,54,2.317,115.22,35.0419,1.42837,27.33,122.54,86.576,2.59728,11.67,,404.72055
6-Feb,Wednesday,2,6,6,14,41,52,2.709,102.64,40.6152,3.80898,27.33,116.658,86.576,2.59728,11.45,,394.38446
6-Feb,Wednesday,2,6,6,15,40,52,2.499,100.22,37.8007,2.66629,27.05,115.928,86.576,2.59728,11.38,,386.71727
6-Feb,Wednesday,2,6,6,16,38,51,2.287,96.06,55.294,2.66629,27.02,115.928,86.576,2.59728,12.37,,400.79857
6-Feb,Wednesday,2,6,6,17,36,46,2.067,95.93,55.6672,4.04704,27.24,120.714,86.576,2.59728,11.03,,405.86852
6-Feb,Wednesday,2,6,6,18,33,39,0.954,129.71,30.035,1.19031,27.18,51.8021,86.576,2.59728,10.71,,340.75469
6-Feb,Wednesday,2,6,6,19,31,35,0.608,53.58,7.34416,0.476123,5.05,40.7014,86.576,2.59728,9.55,,206.482963
6-Feb,Wednesday,2,6,6,20,32,36,0.541,61.48,0.876609,0,5.04,30.9969,86.576,2.59728,9.56,,197.667789
6-Feb,Wednesday,2,6,6,21,31,35,0.508,67.76,3.27259,0,5.04,30.6318,86.576,2.59728,9.56,,205.94567
6-Feb,Wednesday,2,6,6,22,30,34,0.409,71.83,0.876609,0,5.03,27.9752,86.576,2.59728,8.84,,204.134089
6-Feb,Wednesday,2,6,6,23,28,31,0.396,81.36,3.27259,0,5.02,27.61,86.576,2.59728,9.58,,216.41187
6-Feb,Wednesday,2,6,6,24,27,29,0.378,91,0.876609,0,5.01,27.61,86.576,2.59728,9.59,,223.637889
7-Feb,Thursday,2,6,7,1,26,29,0.367,96.57,3.27259,0,5.01,27.61,86.576,2.59728,9.59,,231.59287
7-Feb,Thursday,2,6,7,2,27,32,0.354,97.54,0.876609,0,5.01,27.61,86.576,2.59728,9.59,,230.153889
7-Feb,Thursday,2,6,7,3,26,29,0.345,105.39,3.27259,0,5.01,27.61,86.576,2.59728,9.6,,240.40087
7-Feb,Thursday,2,6,7,4,23,25,0.335,117.11,0.876609,0,5.01,27.61,86.576,2.59728,9.61,,249.724889
7-Feb,Thursday,2,6,7,5,24,27,0.001,120.84,3.27259,0,5.01,27.61,86.576,2.59728,6.18,,252.08687
7-Feb,Thursday,2,6,7,6,27,33,0.001,119.8,5.75695,0,5.01,30.2667,86.576,2.59728,6.18,,256.18793
7-Feb,Thursday,2,6,7,7,27,33,0.001,108.32,46.8928,0.21161,5.01,34.6507,86.576,2.59728,6.16,,290.41939
7-Feb,Thursday,2,6,7,8,27,32,0.352,261.62,60.6345,0.42851,27.13,58.3824,86.576,2.59728,10.59,,508.31069
7-Feb,Thursday,2,6,7,9,35,47,0.674,157.53,65.9729,3.95182,27.12,122.54,86.576,2.59728,11.21,,478.172
7-Feb,Thursday,2,6,7,10,36,51,0.798,133.98,75.0711,2.66629,26.92,116.05,86.576,2.59728,11.15,,455.80867
7-Feb,Thursday,2,6,7,11,38,55,1.639,108.57,46.9465,2.66629,26.96,115.928,86.576,2.59728,12.52,,404.40307
7-Feb,Thursday,2,6,7,12,40,58,2.368,87.61,39.7283,3.80898,27.36,116.82,86.576,2.59728,12.22,,379.08856
7-Feb,Thursday,2,6,7,13,40,59,2.799,76.68,31.952,1.42837,27.43,122.54,86.576,2.59728,11.28,,363.28265
7-Feb,Thursday,2,6,7,14,41,60,3.417,66.43,37.4347,3.80898,27.47,116.658,86.576,2.59728,12,,356.39196
7-Feb,Thursday,2,6,7,15,41,61,3.577,57.44,41.8755,2.66629,27.2,115.928,86.576,2.59728,11.84,,349.70007
7-Feb,Thursday,2,6,7,16,39,56,3.679,60.58,55.3115,2.66629,27.11,115.928,86.576,2.59728,12.2,,366.64807
7-Feb,Thursday,2,6,7,17,38,52,3.527,56.18,55.2775,4.04704,27.32,120.714,86.576,2.59728,12.22,,368.45882
7-Feb,Thursday,2,6,7,18,36,51,1.171,70.66,29.8943,1.19031,27.26,51.8021,86.576,2.59728,9.93,,281.08099
7-Feb,Thursday,2,6,7,19,36,51,0.677,23.1,7.34416,0.476123,5.11,40.7014,86.576,2.59728,8.64,,175.221963
7-Feb,Thursday,2,6,7,20,34,49,0.589,30.24,0.876609,0,5.1,30.9969,86.576,2.59728,9.17,,166.145789
7-Feb,Thursday,2,6,7,21,33,46,0.553,36.34,3.27259,0,5.1,30.6318,86.576,2.59728,9.41,,174.48067
7-Feb,Thursday,2,6,7,22,32,44,0.527,41.14,0.876609,0,5.09,27.9752,86.576,2.59728,9.41,,174.192089
7-Feb,Thursday,2,6,7,23,30,40,0.508,47.02,3.27259,0,5.08,27.61,86.576,2.59728,9.55,,182.21387
7-Feb,Thursday,2,6,7,24,30,39,0.415,53.79,0.876609,0,5.07,27.61,86.576,2.59728,8.82,,185.754889
8-Feb,Friday,2,6,8,1,28,31,0.403,65.36,3.27259,0,5.06,27.61,86.576,2.59728,8.83,,199.70887
8-Feb,Friday,2,6,8,2,25,28,0.385,75.06,0.876609,0,5.05,27.61,86.576,2.59728,9.58,,207.734889
8-Feb,Friday,2,6,8,3,24,27,0.371,82.78,3.27259,0,5.04,27.61,86.576,2.59728,9.58,,217.82687
8-Feb,Friday,2,6,8,4,23,26,0.357,88.14,0.876609,0,5.04,27.61,86.576,2.59728,9.59,,220.786889
8-Feb,Friday,2,6,8,5,22,25,0.347,94.16,3.27259,0,5.04,27.61,86.576,2.59728,9.59,,229.19287
8-Feb,Friday,2,6,8,6,22,24,0.335,100.89,0.876609,0,5.04,30.2667,86.576,2.59728,9.6,,236.181589
8-Feb,Friday,2,6,8,7,22,24,0.337,162.47,7.07058,0.21161,5.04,34.6507,86.576,2.59728,9.61,,308.56317
8-Feb,Friday,2,6,8,8,24,27,0.359,279.81,18.7075,0.42851,27.11,58.3824,86.576,2.59728,10.64,,484.61069
8-Feb,Friday,2,6,8,9,24,29,0.575,242.84,23.6269,3.95182,27.11,122.54,86.576,2.59728,11.29,,521.107
8-Feb,Friday,2,6,8,10,27,34,0.736,225.78,31.8995,2.66629,26.9,116.05,86.576,2.59728,11.87,,505.07507
8-Feb,Friday,2,6,8,11,30,37,1.057,186.74,24.0896,2.66629,26.91,115.928,86.576,2.59728,12.82,,459.38417
8-Feb,Friday,2,6,8,12,31,39,0.804,147.53,29.2193,3.80898,27.24,116.82,86.576,2.59728,10.94,,425.53556
8-Feb,Friday,2,6,8,13,32,43,1.778,134.55,23.7989,1.42837,27.29,122.54,86.576,2.59728,12.47,,413.02855
8-Feb,Friday,2,6,8,14,32,43,2.258,110.7,31.2015,3.80898,27.31,116.658,86.576,2.59728,11.98,,393.08976
8-Feb,Friday,2,6,8,15,33,45,1.937,109.06,32.071,2.66629,27.03,115.928,86.576,2.59728,11.8,,389.66557
8-Feb,Friday,2,6,8,16,30,44,1.597,140.57,34.4198,2.66629,27.01,115.928,86.576,2.59728,11.56,,422.92437
8-Feb,Friday,2,6,8,17,29,42,1.572,161.85,30.0355,4.04704,27.26,120.714,86.576,2.59728,11.8,,446.45182
8-Feb,Friday,2,6,8,18,27,39,0.827,178.08,19.8265,1.19031,27.2,51.8021,86.576,2.59728,10.74,,378.83919
8-Feb,Friday,2,6,8,19,25,35,0.598,51.5,7.34416,0.476123,5.06,40.7014,86.576,2.59728,9.55,,204.402963
8-Feb,Friday,2,6,8,20,25,33,0.532,59.25,0.876609,0,5.05,30.9969,86.576,2.59728,9.56,,195.438789
8-Feb,Friday,2,6,8,21,24,30,0.498,69.85,3.27259,0,5.05,30.6318,86.576,2.59728,10.3,,208.77567
8-Feb,Friday,2,6,8,22,23,29,0.398,79.79,0.876609,0,5.04,27.9752,86.576,2.59728,9.58,,212.833089
8-Feb,Friday,2,6,8,23,23,27,0.382,86.14,3.27259,0,5.03,27.61,86.576,2.59728,9.59,,221.19787
8-Feb,Friday,2,6,8,24,22,25,0.365,94.84,0.876609,0,5.02,27.61,86.576,2.59728,9.59,,227.474889
9-Feb,Saturday,2,6,9,1,21,26,0.352,99.95,2.94377,0,5.02,30.2667,86.576,2.59728,9.6,,237.30575
9-Feb,Saturday,2,6,9,2,22,26,0.337,105.92,0.876609,0,5.02,30.2667,86.576,2.59728,9.61,,241.203589
9-Feb,Saturday,2,6,9,3,22,27,0.332,117.08,2.94377,0,5.02,30.2667,86.576,2.59728,9.62,,254.43575
9-Feb,Saturday,2,6,9,4,24,32,0.001,114.3,0.876609,0,5.02,30.2667,86.576,2.59728,6.17,,245.807589
9-Feb,Saturday,2,6,9,5,25,33,0.001,118.1,2.94377,0,5.02,30.2667,86.576,2.59728,6.18,,251.68475
9-Feb,Saturday,2,6,9,6,22,28,0.001,128.57,0.876609,0,5.02,30.2667,86.576,2.59728,6.19,,260.097589
9-Feb,Saturday,2,6,9,7,22,29,0.001,198.57,2.94377,0,5.02,30.6318,86.576,2.59728,6.2,,332.53985
9-Feb,Saturday,2,6,9,8,25,33,0.001,171.24,0.701142,0,5.02,30.6318,86.576,2.59728,6.17,,302.937222
9-Feb,Saturday,2,6,9,9,28,38,0.341,153.06,0.688853,0,5.02,31.362,86.576,2.59728,9.22,,288.865133
9-Feb,Saturday,2,6,9,10,30,42,0.396,112.83,0.688853,0,5.02,31.362,86.576,2.59728,9.08,,248.550133
9-Feb,Saturday,2,6,9,11,32,45,0.394,90.46,0.688853,0,5.04,31.7272,86.576,2.59728,8.82,,226.303333
9-Feb,Saturday,2,6,9,12,33,47,0.384,86.61,0.688853,0,5.08,31.7272,86.576,2.59728,8.48,,222.143333
9-Feb,Saturday,2,6,9,13,33,48,0.752,72.78,0.688853,0,5.11,32.0923,86.576,2.59728,9.81,,210.406433
9-Feb,Saturday,2,6,9,14,34,49,0.866,74.42,0.688853,0,5.11,31.7272,86.576,2.59728,9.81,,211.795333
9-Feb,Saturday,2,6,9,15,35,50,0.654,70.25,0.688853,0,5.11,31.362,86.576,2.59728,9.16,,206.398133
9-Feb,Saturday,2,6,9,16,34,49,0.556,85.09,0.688853,0,5.09,30.9969,86.576,2.59728,9.33,,220.925033
9-Feb,Saturday,2,6,9,17,33,46,0.434,113.4,0.722306,0,5.06,30.6318,86.576,2.59728,8.9,,248.321386
9-Feb,Saturday,2,6,9,18,31,43,0.36,116.99,0.790486,0,5.03,30.6318,86.576,2.59728,8.84,,251.815566
9-Feb,Saturday,2,6,9,19,29,40,0.35,73.72,2.94377,0,5.02,30.6318,86.576,2.59728,8.84,,210.67885
9-Feb,Saturday,2,6,9,20,29,38,0.344,80.62,0.876609,0,5.02,30.2667,86.576,2.59728,8.84,,215.140589
9-Feb,Saturday,2,6,9,21,29,38,0.339,84.12,2.94377,0,5.02,30.2667,86.576,2.59728,8.84,,220.70275
9-Feb,Saturday,2,6,9,22,29,37,0.333,88.83,0.876609,0,5.02,30.2667,86.576,2.59728,8.85,,223.349589
9-Feb,Saturday,2,6,9,23,29,37,0.001,91.27,2.94377,0,5.02,30.2667,86.576,2.59728,5.41,,224.08475
9-Feb,Saturday,2,6,9,24,32,45,0,89.02,0.876609,0,5.03,30.2667,86.576,2.59728,5.4,,219.766589
10-Feb,Sunday,2,6,10,1,33,45,0,89.27,2.94377,0,5.03,30.2667,86.576,2.59728,5.4,,222.08375
10-Feb,Sunday,2,6,10,2,33,45,0,92.36,0.876609,0,5.03,30.2667,86.576,2.59728,5.4,,223.106589
10-Feb,Sunday,2,6,10,3,33,44,0,96.05,2.94377,0,5.02,30.2667,86.576,2.59728,5.41,,228.86375
10-Feb,Sunday,2,6,10,4,32,43,0,100.64,0.876609,0,5.02,30.2667,86.576,2.59728,5.41,,231.386589
10-Feb,Sunday,2,6,10,5,32,42,0,102.1,2.94377,0,5.02,30.2667,86.576,2.59728,5.41,,234.91375
10-Feb,Sunday,2,6,10,6,32,43,0,102.63,5.75695,0,5.02,30.2667,86.576,2.59728,5.41,,238.25693
10-Feb,Sunday,2,6,10,7,32,42,0,108.54,42.766,0,5.02,30.2667,86.576,2.59728,5.41,,281.17598
10-Feb,Sunday,2,6,10,8,33,44,0,95.57,39.7293,0,5.02,30.2667,86.576,2.59728,5.4,,265.15928
10-Feb,Sunday,2,6,10,9,35,48,0.197,78.89,15.5737,0,5.01,30.2667,86.576,2.59728,7.59,,226.70068
10-Feb,Sunday,2,6,10,10,37,51,0.002,66.5,15.9357,0,5.01,30.6318,86.576,2.59728,4.96,,212.21278
10-Feb,Sunday,2,6,10,11,38,52,0.334,60.78,10.286,0,5.02,30.6318,86.576,2.59728,8.17,,204.39508
10-Feb,Sunday,2,6,10,12,38,53,0.34,57.57,9.25493,0,5.07,30.6318,86.576,2.59728,8.17,,200.21001
10-Feb,Sunday,2,6,10,13,40,55,0.353,51.1,9.31826,0,5.11,30.6318,86.576,2.59728,8.16,,193.84634
10-Feb,Sunday,2,6,10,14,39,53,0.465,49.24,12.9657,0,5.12,30.6318,86.576,2.59728,8.64,,196.23578
10-Feb,Sunday,2,6,10,15,39,54,0.364,47.63,12.1208,0,5.11,30.6318,86.576,2.59728,8.16,,193.18988
10-Feb,Sunday,2,6,10,16,39,53,0.363,47.8,22.902,0,5.09,30.6318,86.576,2.59728,8.17,,204.13008
10-Feb,Sunday,2,6,10,17,38,50,0.374,52.63,24.5277,0,5.06,30.6318,86.576,2.59728,8.83,,211.22678
10-Feb,Sunday,2,6,10,18,37,48,0.352,60.2,10.8452,0,5.02,30.6318,86.576,2.59728,8.69,,204.91228
10-Feb,Sunday,2,6,10,19,37,48,0.346,55.69,2.94377,0,5.02,30.2667,86.576,2.59728,8.83,,192.26975
10-Feb,Sunday,2,6,10,20,37,48,0.341,59.66,0.876609,0,5.02,30.2667,86.576,2.59728,8.83,,194.167589
10-Feb,Sunday,2,6,10,21,37,48,0.337,62.48,2.94377,0,5.02,30.2667,86.576,2.59728,8.83,,199.05075
10-Feb,Sunday,2,6,10,22,36,47,0.002,65.71,0.876609,0,5.02,30.2667,86.576,2.59728,5.39,,196.438589
10-Feb,Sunday,2,6,10,23,36,46,0.002,68.89,2.94377,0,5.02,30.2667,86.576,2.59728,5.39,,201.68575
10-Feb,Sunday,2,6,10,24,35,45,0,72.4,0.876609,0,5.03,30.2667,86.576,2.59728,5.39,,203.136589
11-Feb,Monday,2,6,11,1,34,42,0,77.61,3.27259,0,5.02,27.61,86.576,2.59728,5.39,,208.07587
11-Feb,Monday,2,6,11,2,31,37,0.001,84.7,0.876609,0,5.01,27.61,86.576,2.59728,5.4,,212.770889
11-Feb,Monday,2,6,11,3,31,37,0.001,92.66,3.27259,0,5.01,27.61,86.576,2.59728,5.41,,223.13687
11-Feb,Monday,2,6,11,4,30,36,0.001,98.95,0.876609,0,5.01,27.61,86.576,2.59728,5.41,,227.030889
11-Feb,Monday,2,6,11,5,31,37,0.001,103.8,3.27259,0,5.01,27.61,86.576,2.59728,5.42,,234.28687
11-Feb,Monday,2,6,11,6,31,37,0.001,106.97,5.75695,0,5.01,30.2667,86.576,2.59728,5.42,,242.59793
11-Feb,Monday,2,6,11,7,30,36,0.001,137.18,46.8928,0.21161,5.01,34.6507,86.576,2.59728,6.15,,319.26939
11-Feb,Monday,2,6,11,8,32,40,0.332,315.54,63.6975,0.42851,27.29,58.3824,86.576,2.59728,10.56,,565.40369
11-Feb,Monday,2,6,11,9,35,46,0.576,200.3,53.4668,3.95182,27.13,122.54,86.576,2.59728,11.41,,508.5479
11-Feb,Monday,2,6,11,10,39,53,0.698,156.93,56.1712,2.66629,26.92,116.05,86.576,2.59728,10.96,,459.56877
11-Feb,Monday,2,6,11,11,41,58,1.074,123.97,41.4479,2.66629,27,115.928,86.576,2.59728,11.78,,413.03947
11-Feb,Monday,2,6,11,12,43,62,2.149,95.9,41.1269,3.80898,27.43,116.82,86.576,2.59728,11.31,,387.71816
11-Feb,Monday,2,6,11,13,43,65,3.086,77.48,34.8613,1.42837,27.56,122.54,86.576,2.59728,11.06,,367.18895
11-Feb,Monday,2,6,11,14,43,64,3.337,70.67,46.0799,3.80898,27.57,116.658,86.576,2.59728,11.06,,368.35716
11-Feb,Monday,2,6,11,15,45,63,3.367,60.61,64.3872,2.66629,27.27,115.928,86.576,2.59728,11.03,,374.43177
11-Feb,Monday,2,6,11,16,44,61,3.157,57.32,62.9154,2.66629,27.21,115.928,86.576,2.59728,11.25,,369.61997
11-Feb,Monday,2,6,11,17,42,57,2.873,58.97,52.9013,4.04704,27.39,120.714,86.576,2.59728,11.36,,367.42862
11-Feb,Monday,2,6,11,18,40,50,0.939,81.88,29.6826,1.19031,27.28,51.8021,86.576,2.59728,10.25,,292.19729
11-Feb,Monday,2,6,11,19,39,51,0.627,14.3,7.34416,0.476123,5.12,40.7014,86.576,2.59728,8.47,,166.211963
11-Feb,Monday,2,6,11,20,38,50,0.564,19.51,0.876609,0,5.1,30.9969,86.576,2.59728,8.94,,155.160789
11-Feb,Monday,2,6,11,21,36,45,0.535,26.34,3.27259,0,5.09,30.6318,86.576,2.59728,8.94,,163.98267
11-Feb,Monday,2,6,11,22,35,44,0.511,30.13,0.876609,0,5.09,27.9752,86.576,2.59728,8.95,,162.706089
11-Feb,Monday,2,6,11,23,35,43,0.419,33.02,3.27259,0,5.07,27.61,86.576,2.59728,8.22,,166.78487
11-Feb,Monday,2,6,11,24,34,42,0.407,37.59,0.876609,0,5.07,27.61,86.576,2.59728,8.45,,169.176889
12-Feb,Tuesday,2,7,12,1,34,42,0.397,40.68,3.27259,0,5.06,27.61,86.576,2.59728,8.69,,174.88287
12-Feb,Tuesday,2,7,12,2,33,42,0.386,44.76,0.876609,0,5.06,27.61,86.576,2.59728,8.82,,176.685889
12-Feb,Tuesday,2,7,12,3,35,48,0.38,42.34,3.27259,0,5.05,27.61,86.576,2.59728,8.82,,176.64587
12-Feb,Tuesday,2,7,12,4,35,48,0.373,43.13,0.876609,0,5.05,27.61,86.576,2.59728,8.82,,175.032889
12-Feb,Tuesday,2,7,12,5,32,41,0.366,50.54,3.27259,0,5.05,27.61,86.576,2.59728,8.82,,184.83187
12-Feb,Tuesday,2,7,12,6,30,37,0.356,57.45,5.75695,0,5.04,30.2667,86.576,2.59728,8.83,,196.87293
12-Feb,Tuesday,2,7,12,7,30,37,0.356,71.73,46.8928,0.21161,5.05,34.6507,86.576,2.59728,8.83,,256.89439
12-Feb,Tuesday,2,7,12,8,31,39,0.379,201.43,64.096,0.42851,27.12,58.3824,86.576,2.59728,10.43,,451.43919
12-Feb,Tuesday,2,7,12,9,34,45,0.661,137.18,65.8493,3.95182,27.15,122.54,86.576,2.59728,10.83,,457.3354
12-Feb,Tuesday,2,7,12,10,38,54,1.084,98.09,67.9285,2.66629,26.96,116.05,86.576,2.59728,11.54,,413.49207
12-Feb,Tuesday,2,7,12,11,40,58,1.857,71.6,58.0276,2.66629,27.09,115.928,86.576,2.59728,11.21,,377.55217
12-Feb,Tuesday,2,7,12,12,43,64,3.777,49.32,58.6469,3.80898,27.57,116.82,86.576,2.59728,11.75,,360.86616
12-Feb,Tuesday,2,7,12,13,42,65,4.786,39.1,58.3235,1.42837,27.67,122.54,86.576,2.59728,11.21,,354.23115
12-Feb,Tuesday,2,7,12,14,42,63,5.778,37.24,64.068,3.80898,27.65,116.658,86.576,2.59728,11.45,,355.82626
12-Feb,Tuesday,2,7,12,15,43,60,5.859,35.47,58.5282,2.66629,27.31,115.928,86.576,2.59728,12.44,,347.37477
12-Feb,Tuesday,2,7,12,16,41,56,5.092,45.62,65.3998,2.66629,27.21,115.928,86.576,2.59728,12.1,,363.18937
12-Feb,Tuesday,2,7,12,17,40,54,4.67,43.14,47.7561,4.04704,27.43,120.714,86.576,2.59728,12.17,,349.10042
12-Feb,Tuesday,2,7,12,18,40,51,1.814,53.79,29.7417,1.19031,27.33,51.8021,86.576,2.59728,10.64,,265.48139
12-Feb,Tuesday,2,7,12,19,38,47,0.794,9.05,7.34416,0.476123,5.17,40.7014,86.576,2.59728,8.19,,160.898963
12-Feb,Tuesday,2,7,12,20,37,46,0.642,14.1,0.876609,0,5.14,30.9969,86.576,2.59728,8.94,,149.868789
12-Feb,Tuesday,2,7,12,21,37,46,0.583,17.93,3.27259,0,5.12,30.6318,86.576,2.59728,8.94,,155.65067
12-Feb,Tuesday,2,7,12,22,33,38,0.547,27.54,0.876609,0,5.11,27.9752,86.576,2.59728,8.94,,160.162089
12-Feb,Tuesday,2,7,12,23,32,35,0.525,35.14,3.27259,0,5.1,27.61,86.576,2.59728,8.95,,169.77087
12-Feb,Tuesday,2,7,12,24,29,31,0.501,41.82,0.876609,0,5.08,27.61,86.576,2.59728,8.95,,174.010889
13-Feb,Wednesday,2,7,13,1,29,30,0.412,46.44,3.27259,0,5.08,27.61,86.576,2.59728,8.45,,180.43787
13-Feb,Wednesday,2,7,13,2,29,31,0.4,50.37,0.876609,0,5.07,27.61,86.576,2.59728,8.45,,181.949889
13-Feb,Wednesday,2,7,13,3,27,29,0.388,57.05,3.27259,0,5.06,27.61,86.576,2.59728,8.59,,191.14387
13-Feb,Wednesday,2,7,13,4,26,28,0.375,62.28,0.876609,0,5.06,27.61,86.576,2.59728,9.57,,194.944889
13-Feb,Wednesday,2,7,13,5,25,26,0.365,70.02,3.27259,0,5.05,27.61,86.576,2.59728,9.58,,205.07087
13-Feb,Wednesday,2,7,13,6,24,24,0.35,77.46,5.75695,0,5.05,30.2667,86.576,2.59728,9.58,,217.63693
13-Feb,Wednesday,2,7,13,7,22,22,0.349,79.99,46.8928,0.21161,5.06,34.6507,86.576,2.59728,9.59,,265.91739
13-Feb,Wednesday,2,7,13,8,20,21,0.368,252.05,66.7022,0.42851,27.13,58.3824,86.576,2.59728,10.72,,504.95439
13-Feb,Wednesday,2,7,13,9,20,20,0.625,214.18,77.5976,3.95182,27.12,122.54,86.576,2.59728,11.78,,546.9677
13-Feb,Wednesday,2,7,13,10,19,20,0.812,262.39,67.6595,2.66629,27.36,116.05,86.576,2.59728,12.07,,578.18107
13-Feb,Wednesday,2,7,13,11,20,21,0.749,252.21,56.9408,2.66629,27.23,115.928,86.576,2.59728,11.41,,556.30737
13-Feb,Wednesday,2,7,13,12,21,22,0.752,200.17,41.6815,3.80898,27.22,116.82,86.576,2.59728,11.14,,490.76576
13-Feb,Wednesday,2,7,13,13,21,22,0.766,257.6,33.173,1.42837,27.74,122.54,86.576,2.59728,11.4,,543.82065
13-Feb,Wednesday,2,7,13,14,21,22,0.815,196.79,59.8537,3.80898,27.23,116.658,86.576,2.59728,11.37,,505.69896
13-Feb,Wednesday,2,7,13,15,21,22,0.933,229.96,41.7631,2.66629,27.13,115.928,86.576,2.59728,12.05,,519.60367
13-Feb,Wednesday,2,7,13,16,21,22,1.027,229.56,62.3189,2.66629,27.09,115.928,86.576,2.59728,12.05,,539.81347
13-Feb,Wednesday,2,7,13,17,21,22,1.166,191.69,54.8014,4.04704,27.19,120.714,86.576,2.59728,12.02,,500.80172
13-Feb,Wednesday,2,7,13,18,21,22,0.702,220.51,29.3363,1.19031,27.16,51.8021,86.576,2.59728,11.41,,431.28399
13-Feb,Wednesday,2,7,13,19,20,21,0.427,121.66,7.34416,0.476123,5.03,40.7014,86.576,2.59728,9.63,,274.441963
13-Feb,Wednesday,2,7,13,20,17,18,0.386,136.55,0.876609,0,5.02,30.9969,86.576,2.59728,9.66,,272.662789
13-Feb,Wednesday,2,7,13,21,16,17,0.365,144.41,3.27259,0,5.02,30.6318,86.576,2.59728,9.67,,282.54267
13-Feb,Wednesday,2,7,13,22,16,17,0.348,151.04,0.876609,0,5.01,27.9752,86.576,2.59728,9.67,,284.093089
13-Feb,Wednesday,2,7,13,23,16,17,0.336,158.31,3.27259,0,5,27.61,86.576,2.59728,9.68,,293.38187
13-Feb,Wednesday,2,7,13,24,15,16,0.331,163.91,0.876609,0,5,27.61,86.576,2.59728,9.68,,296.580889
14-Feb,Thursday,2,7,14,1,15,16,0,174.41,3.27259,0,4.99,27.61,86.576,2.59728,6.26,,305.71587
14-Feb,Thursday,2,7,14,2,10,10,0,195.39,0.876609,0,5,27.61,86.576,2.59728,6.28,,324.329889
